;modelo;combustivel;preco;ano;km;cor;cambio;cidade;airbag motorista;freios ABS;airbag passageiro;ar-condicionado;direção elétrica;volante com regulagem de altura;travas elétricas;cd player com MP3;entrada USB;vidros elétricos dianteiros;limajuste de alturap. traseiro;desemb. traseiro;alarme;câmbio automático;ajuste de altura;distribuição eletrônica de frenagem,;controle de tração;retrovisores elétricos;piloto automático;Kit Multimídia;bancos de couro;limp. traseiro;longitude;latitude;cilindrada
2700;Volkswagen Fox Prime 1.6 8V (Flex) 2011;Flex; 37.900,00;2011;172.000;Prata;0;Brasília;1;1;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;-47.929657;-15.779522;1600.0
2701;Chevrolet Corsa Hatch Maxx 1.4 (Flex) 2012;Flex; 33.900,00;2012;135.300;Preto;1;Santo André;0;0;0;0;0;0;1;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;-46.543154;-23.67373;1400.0
2702;Ford Ka 1.0 (Flex) 2013;Flex; 26.900,00;2013;65.300;Branco;0;São Pedro da Aldeia;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-42.102596;-22.842859;1000.0
2703;Ford Fiesta Sedan 1.6 Rocam (Flex) 2012;Flex; 33.900,00;2011;127.200;Prata;0;São Bernardo do Campo;0;0;0;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;-46.564617;-23.691412;1600.0
2704;Volkswagen Gol Power 1.6 (G5) (Flex) 2010;Flex; 30.900,00;2009;185.455;Cinza;0;Anápolis;0;0;0;1;0;1;0;0;0;1;0;1;1;0;0;0;0;1;0;0;0;1;-48.952958;-16.328095;1600.0
2705;Chevrolet Classic LS 1.0 VHCE (Flex) 2015;Flex; 33.900,00;2015;170.000;Branco;0;Brasília;1;1;1;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;-47.929657;-15.779522;1000.0
2706;Volkswagen Fox City 1.0 8V (Flex) 2009;Flex; 27.900,00;2008;111.111;Vermelho;0;Osasco;0;0;0;0;0;0;1;1;0;1;0;1;0;0;1;0;0;0;0;0;0;1;-46.791555;-23.53239;1000.0
2707;Chevrolet Agile LTZ 1.4 8V (Flex) 2012;Flex; 31.990,00;2011;1.000;Prata;0;Rio de Janeiro;1;1;1;1;0;1;1;1;1;1;0;1;1;0;0;0;0;1;1;0;0;1;-43.200295;-22.912897;1400.0
2708;Fiat Punto Attractive 1.4 (Flex) 2011;Flex; 31.990,00;2010;106.990;Vermelho;0;Franca;0;0;0;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;-47.403861;-20.53523;1400.0
2709;Volkswagen SpaceFox Plus 1.6 8V (Flex) 2010;Flex; 34.890,00;2009;97.000;Vermelho;0;São Paulo;1;0;1;1;0;1;1;1;1;1;0;1;0;0;1;0;0;1;0;0;1;1;-46.63952;-23.532905;1600.0
2710;Ford EcoSport Ecosport Freestyle 1.6 (Flex) 2011;GNV; 36.900,00;2011;147.000;Dourado;0;São Pedro da Aldeia;1;1;1;1;0;1;0;1;1;1;0;1;1;0;1;0;0;1;0;1;0;1;-42.102596;-22.842859;1600.0
2711;Fiat Palio Fire 1.0 8V (Flex) 4p 2013;MultiFlex (Alc; 28.890,00;2013;89.000;Prata;0;São Paulo;1;1;1;1;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;-46.63952;-23.532905;1000.0
2712;Renault Clio Expression 1.0 16V (Flex) 2013;Flex; 24.900,00;2012;157.514;Preto;0;Curitiba;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-49.264622;-25.419547;1000.0
2713;Fiat Palio Attractive 1.0 Evo (Flex) 2015;Flex; 38.900,00;2014;117.000;Cinza;0;Boa Vista;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;-36.235706;-7.263653;1000.0
2714;Citroën C3 Exclusive 1.6 16V (Flex)(aut) 2012;Flex; 38.900,00;2012;156.158;Branco;1;Viamão;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;-51.019435;-30.081899;1600.0
2715;Volkswagen Voyage 1.0 Total Flex 2012;Flex; 29.900,00;2012;116.711;Preto;0;Santo André;0;0;0;0;0;1;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;-46.543154;-23.67373;1000.0
2716;Chevrolet Classic LS VHC E 1.0 (Flex) 2013;Flex; 29.897,00;2012;74.840;Cinza;0;São Paulo;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;-46.63952;-23.532905;1000.0
2717;Ford Fiesta Sedan SE 1.6 Rocam (Flex) 2014;Flex; 38.900,00;2014;138.000;Preto;0;São Paulo;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-46.63952;-23.532905;1600.0
2718;Citroën C4 Pallas GLX 2.0 16V (flex) (aut) 2012;Flex; 33.900,00;2011;82.341;Preto;1;Rio de Janeiro;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;-43.200295;-22.912897;2000.0
2719;Chevrolet Agile LTZ 1.4 8V (Flex) 2011;Flex; 32.900,00;2011;138.109;Prata;0;Itapeva;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;-48.876433;-23.978823;1400.0
2720;Renault Fluence 2.0 16V Dynamique (Aut) (Flex) 2011;Flex; 37.900,00;2011;183.000;Cinza;1;Barueri;1;1;1;1;0;1;1;0;0;1;0;0;1;1;1;0;0;1;0;1;1;0;-46.879042;-23.505689;2000.0
2721;Volkswagen SpaceFox 1.6 8V Trend (Flex) 2011;Flex; 37.990,00;2011;152.000;Prata;0;Rio Claro;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;-44.141874;-22.720001;1600.0
2722;Fiat Palio Fire 1.0 8V (Flex) 4p 2009;Flex; 25.900,00;2008;184.742;Preto;0;Praia Grande;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-49.952503;-29.191846;1000.0
2723;Volkswagen Gol 1.0 TEC (Flex) 4p 2013;Flex; 37.500,00;2013;164.000;Branco;1;São José do Rio Preto;0;0;0;1;0;0;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;-49.375767;-20.811289;1000.0
2724;Fiat Siena EL 1.0 8V (Flex) 2011;Flex; 28.900,00;2010;101;Preto;0;Fortaleza;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;-38.542298;-3.716638;1000.0
2725;Chevrolet Agile LTZ 1.4 8V (Flex) 2011;Flex; 32.900,00;2011;138.109;Prata;0;Itapetininga;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;-48.048326;-23.588607;1400.0
2726;Volkswagen Gol 1.0 TEC (Flex) 4p 2013;Flex; 32.900,00;2012;113.000;Branco;0;Joinville;1;0;1;1;0;0;1;0;1;1;0;1;1;0;1;0;0;1;0;0;0;1;-48.848675;-26.304497;1000.0
2727;Volkswagen CrossFox 1.6 (Flex) 2010;Flex; 33.900,00;2009;203.060;Preto;0;Brasília;0;0;0;1;0;1;1;0;0;1;0;1;1;0;1;0;0;1;0;0;1;1;-47.929657;-15.779522;1600.0
2728;Fiat Uno Vivace 1.0 8V (Flex) 2p 2012;Flex; 25.900,00;2012;104.000;Prata;0;Sorocaba;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-47.445073;-23.496886;1000.0
2729;CAOA Chery QQ Look 1.0 (Flex) 2018;Flex; 32.990,00;2017;86.397;Branco;0;Belo Horizonte;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;0;0;1;0;0;0;1;-43.926572;-19.910183;1000.0
2730;Fiat Idea Adventure 1.8 16V E.TorQ Dualogic (Flex) 2011;Flex; 34.000,00;2010;69.000;Prata;1;Itajubá;1;1;1;1;0;1;1;0;1;1;0;1;1;1;1;0;0;1;0;0;0;1;-45.459818;-22.422481;1800.0
2731;Chevrolet Classic LS VHC E 1.0 (Flex) 2013;Flex; 27.000,00;2012;95.600;Prata;0;Sinop;0;0;1;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;-55.509062;-11.86043;1000.0
2732;Peugeot 207 Hatch Active 1.4 (Flex) 2014;Flex; 29.800,00;2014;138.794;Branco;0;Curitiba;0;0;0;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;-49.264622;-25.419547;1400.0
2733;Renault Sandero Authentique 1.0 16V (Flex) 2016;Flex; 38.900,00;2015;144.733;Prata;0;Campinas;0;1;0;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;-47.06595;-22.905346;1000.0
2734;Chevrolet Corsa Hatch Maxx 1.4 (Flex) 2012;Flex; 32.900,00;2011;176.000;Prata;0;Sertãozinho;0;0;0;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;-47.987496;-21.131596;1400.0
2735;Chevrolet Classic LS VHC E 1.0 (Flex) 2013;Flex; 29.900,00;2013;122.840;Branco;0;Caxias do Sul;0;1;0;1;0;0;1;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;-51.179161;-29.162905;1000.0
2736;Volkswagen Gol 1.6 (Flex) 2013;Flex; 37.500,00;2012;149.000;Preto;0;Mogi Mirim;1;1;1;1;0;0;1;0;1;1;0;1;0;0;0;0;0;0;0;1;0;1;-46.950514;-22.431878;1600.0
2737;Chevrolet Classic LS VHC E 1.0 (Flex) 2013;Flex; 27.000,00;2012;95.600;Prata;0;Sinop;0;0;1;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;-55.509062;-11.86043;1000.0
2738;Fiat Siena EL 1.0 8V (Flex) 2015;Flex; 35.900,00;2014;110.000;Prata;0;Campo Grande;1;1;1;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-54.629463;-20.448589;1000.0
2739;Fiat Palio Attractive 1.0 8V (Flex) 2013;Flex; 33.900,00;2012;112.000;Prata;0;Monte Aprazível;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;-49.71842;-20.768015;1000.0
2740;Chevrolet Meriva Premium 1.8 (Flex) (easytronic) 2009;Flex; 29.500,00;2009;147.115;Cinza;1;Taubaté;0;0;0;1;0;0;1;0;0;1;0;1;1;1;1;0;0;1;0;0;0;1;-45.55926;-23.010414;1800.0
2741;Volkswagen Fox 1.0 8V (Flex) 4p 2011;Flex; 29.900,00;2010;178.052;Vermelho;0;Santo André;0;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;-46.543154;-23.67373;1000.0
2742;Volkswagen Gol 1.0 TEC City (Flex) 2p 2014;Flex; 29.900,00;2013;140.000;Vermelho;0;Boa Vista;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-60.675328;2.823842;1000.0
2743;Volkswagen Gol 1.0 TEC Trendline (Flex) 4p 2015;Flex; 38.900,00;2014;105.652;Branco;0;Trindade;1;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;-49.492667;-16.651708;1000.0
2744;Volkswagen Gol 1.0 TEC Trendline (Flex) 4p 2015;Flex; 38.900,00;2014;108.000;Cinza;0;Bauru;1;1;1;1;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;1;-49.087142;-22.324569;1000.0
2745;Ford Fiesta Hatch 1.6 (Flex) 2011;Flex; 29.900,00;2011;190.000;Preto;0;Salto;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-47.293087;-23.199592;1600.0
2746;Chevrolet Montana Conquest 1.4 (Flex) 2008;Flex; 27.900,00;2007;186.479;Prata;0;Sorocaba;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-47.445073;-23.496886;1400.0
2747;Volkswagen SpaceFox Sportline iMotion 1.6 8V (Flex) (Aut) 2013;MultiFlex (Alc; 37.990,00;2012;99.000;Prata;1;Rio de Janeiro;1;0;1;1;0;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;-43.200295;-22.912897;1600.0
2748;Renault Sandero Expression 1.0 16V (flex) 2013;Flex; 29.875,00;2012;150.000;Preto;0;Santo André;1;1;1;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;-46.543154;-23.67373;1000.0
2749;Citroën C3 Picasso Exclusive 1.6 16V (Flex) 2012;Flex; 34.900,00;2011;129.000;Preto;0;Caxias do Sul;1;1;1;1;0;1;1;1;1;1;0;0;1;0;0;0;0;1;1;0;1;1;-51.179161;-29.162905;1600.0
2750;Fiat Punto Attractive 1.4 (Flex) 2013;Flex; 36.900,00;2013;101.000;Preto;0;Catanduva;1;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;-48.977015;-21.131381;1400.0
2751;Renault Clio Expression 1.0 16V (Flex) 2016;Flex; 36.990,00;2015;87.000;Vermelho;0;Porto Alegre;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-51.206533;-30.031771;1000.0
2752;Renault Sandero Expression 1.6 8V (flex) 2014;Flex; 37.900,00;2013;83.900;Cinza;0;Jaraguá do Sul;0;1;1;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;-49.07125;-26.485083;1600.0
2753;Chevrolet Cobalt LTZ 1.4 8V (Flex) 2012;Flex; 37.900,00;2012;165.000;Prata;0;Curitiba;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-49.264622;-25.419547;1400.0
2754;Chevrolet Celta LT 1.0 (Flex) 2012;Flex; 31.990,00;2012;143.897;Vermelho;0;Santo André;0;0;0;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;-46.543154;-23.67373;1000.0
2755;Volkswagen Voyage 1.0 Total Flex 2013;Flex; 35.900,00;2013;87.360;Prata;0;Aparecida de Goiânia;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;-49.246856;-16.819804;1000.0
2756;Honda Fit EX 1.5 16V (flex) 2009;Flex; 38.000,00;2009;200.250;Prata;0;Mogi das Cruzes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-46.18541;-23.52082;1500.0
2757;Chevrolet Classic LS 1.0 VHCE (Flex) 2016;Flex; 36.900,00;2016;120.000;Preto;0;Campo Grande;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;-37.310572;-5.8536;1000.0
2758;Ford Focus Hatch GLX 2.0 16V (Flex) (Aut) 2011;Gasolina; 36.990,00;2010;183.000;Prata;1;Campinas;0;0;0;1;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;-47.06595;-22.905346;2000.0
2759;Volkswagen CrossFox 1.6 (Flex) 2010;Flex; 35.900,00;2009;91.000;Preto;0;Porto Alegre;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;-51.206533;-30.031771;1600.0
2760;Chevrolet Cobalt LT 1.4 8V (Flex) 2013;Flex; 33.299,00;2013;68.247;Azul;0;Rio de Janeiro;1;1;1;1;1;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;-43.200295;-22.912897;1400.0
2761;Nissan Livina S 1.6 16V (flex) 2014;Flex; 38.900,00;2013;78.000;Cinza;0;São Paulo;0;0;0;1;0;0;1;1;1;1;0;1;1;0;1;0;0;1;0;0;0;1;-46.63952;-23.532905;1600.0
2762;Volkswagen Gol 1.0 TEC (Flex) 4p 2014;Flex; 36.000,00;2013;158.819;Branco;0;Rondonópolis;0;1;1;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;-54.637173;-16.467251;1000.0
2763;Volkswagen Fox Prime 1.6 8V I-Motion (Flex) 2010;Flex; 32.890,00;2010;104.929;Vermelho;1;São Paulo;0;0;0;1;0;1;1;0;0;1;0;1;1;1;1;0;0;1;0;1;0;1;-46.63952;-23.532905;1600.0
2764;Ford Fiesta Hatch 1.6 (Flex) 2011;Flex; 29.890,00;2011;120.000;Preto;0;Campinas;0;0;0;1;0;0;1;0;0;1;0;1;1;0;0;0;0;1;0;0;0;1;-47.06595;-22.905346;1600.0
2765;Volkswagen Kombi Standard 1.4 (Flex) 2012;Flex; 37.900,00;2011;226.000;Branco;0;Guarulhos;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-46.533347;-23.453758;1400.0
2766;Volkswagen Fox 1.6 VHT Prime (Flex) 2012;Flex; 37.900,00;2011;140.000;Preto;0;São Paulo;1;1;1;1;0;1;1;1;1;1;0;1;1;0;1;0;0;1;0;0;0;1;-46.63952;-23.532905;1600.0
2767;Chevrolet Montana Sport 1.8 (Flex) 2010;Flex; 36.990,00;2009;1.111;Prata;0;Volta Redonda;1;1;1;1;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;-44.099555;-22.520212;1800.0
2768;Fiat Palio ELX 1.4 (Flex) 2008;Flex; 29.900,00;2007;140.185;Vermelho;0;Vila Velha;0;0;0;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;-40.287458;-20.341705;1400.0
2769;Nissan March 1.0 16V S (Flex) 2014;Flex; 35.800,00;2013;155.466;Preto;0;Cascavel;0;0;0;1;1;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;-38.241178;-4.129666;1000.0
2770;Nissan March 1.6 16V SV (Flex) 2012;Flex; 33.899,00;2011;143.767;Preto;0;São Bernardo do Campo;1;1;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;-46.564617;-23.691412;1600.0
2771;Volkswagen Fox Route 1.6 8V (Flex) 2009;Flex; 28.900,00;2008;207.000;Preto;0;Curitiba;1;1;1;1;0;1;1;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;-49.264622;-25.419547;1600.0
2772;Fiat Palio Attractive 1.4 8V (Flex) 2014;Flex; 37.800,00;2013;71.000;Preto;0;Serra;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;-40.307408;-20.121032;1400.0
2773;Chevrolet Classic LS VHC E 1.0 (Flex) 2014;Flex; 29.500,00;2013;60.080;Branco;0;São Carlos;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;-47.885971;-22.017395;1000.0
2774;Renault Logan Expression 1.6 8V Hi-Torque (flex) 2013;Flex; 30.900,00;2012;72.406;Preto;0;Barueri;0;0;0;1;0;1;1;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;-46.879042;-23.505689;1600.0
2775;Chevrolet Celta LT 1.0 (Flex) 2015;Flex; 38.890,00;2014;123.071;Cinza;0;São Paulo;1;1;1;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;-46.63952;-23.532905;1000.0
2776;Chevrolet Classic LS VHC E 1.0 (Flex) 2011;Flex; 25.000,00;2011;119.000;Prata;0;Sinop;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;-55.509062;-11.86043;1000.0
2777;Honda Fit LX 1.4 2005;Gasolina; 25.900,00;2004;116.951;Prata;0;Uberlândia;1;1;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;-48.274934;-18.914142;1400.0
2778;Fiat Palio Fire 1.0 8V (Flex) 4p 2017;Flex; 35.900,00;2017;85.000;Branco;0;Sorocaba;0;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;-47.445073;-23.496886;1000.0
2779;Chevrolet Meriva Joy 1.8 (Flex) 2008;Flex; 26.999,00;2007;135.000;Prata;0;São Paulo;1;0;1;1;0;1;0;1;1;1;0;1;1;0;0;0;0;0;0;0;0;1;-46.63952;-23.532905;1800.0
2780;Chevrolet Astra Sedan Advantage 2.0 (Flex) 2008;Flex; 29.990,00;2008;188.000;Prata;0;São Carlos;0;0;0;1;0;1;1;0;0;1;0;1;0;0;1;0;0;1;0;0;0;0;-53.003704;-27.079757;2000.0
2781;Fiat Palio ELX Dualogic 1.8 (Flex) 2010;Flex; 33.900,00;2010;170.000;Verde;1;São Bernardo do Campo;1;0;0;1;0;1;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;-46.564617;-23.691412;1800.0
2782;Fiat Uno Sporting 1.4 8V (Flex) 4p 2012;Flex; 34.900,00;2011;196.000;Branco;0;Mogi Guaçu;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;-46.9428;-22.367453;1400.0
2783;Chevrolet Zafira Elite 2.0 (Flex) (Aut) 2010;Flex; 36.990,00;2009;168.000;Prata;1;São Paulo;1;0;1;1;0;1;1;1;1;1;0;0;1;1;1;0;0;1;0;0;1;0;-46.63952;-23.532905;2000.0
2784;Fiat Palio Sporting 1.6 16V Dualogic (Flex) 2013;GNV; 37.900,00;2013;119.000;Vermelho;1;Rio de Janeiro;1;0;1;1;0;0;1;0;0;1;0;1;1;1;0;0;0;1;0;1;0;1;-43.200295;-22.912897;1600.0
2785;Ford Fiesta Hatch 1.0 (Flex) 2009;Flex; 21.900,00;2009;153.234;Preto;0;Curitiba;1;1;1;1;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;1;-49.264622;-25.419547;1000.0
2786;Fiat Palio ELX 1.4 (Flex) 2008;Flex; 28.500,00;2008;145.000;Cinza;0;Uberaba;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-47.938073;-19.747205;1400.0
2787;Nissan Sentra 2.0 16V (flex) 2013;Flex; 38.900,00;2012;166.545;Prata;0;Belo Horizonte;1;1;1;1;0;1;1;1;1;1;0;1;1;0;1;0;0;1;0;0;0;0;-43.926572;-19.910183;2000.0
2788;Chevrolet Classic LS VHC E 1.0 (Flex) 2012;Flex; 27.990,00;2012;49.500;Preto;0;São Vicente;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;-46.388333;-23.957353;1000.0
2789;Fiat Palio Fire Way 1.0 8V (Flex) 2015;Flex; 35.900,00;2014;91.471;Branco;0;Jundiaí;1;1;1;0;0;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;-46.897358;-23.185218;1000.0
2790;Citroën C3 GLX 1.4 8V (flex) 2011;Flex; 28.900,00;2011;167.047;Preto;0;Sorocaba;0;0;0;1;1;1;1;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;-47.445073;-23.496886;1400.0
2791;Renault Sandero Authentique 1.0 16V (Flex) 2016;Flex; 36.900,00;2015;91.000;Prata;0;Goiânia;1;1;1;1;0;0;1;0;1;1;0;1;0;0;0;0;0;0;0;1;0;1;-49.264346;-16.686439;1000.0
2792;Honda Fit LX 1.4 (flex) 2010;GNV; 36.900,00;2009;102.000;Preto;0;Rio de Janeiro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-43.200295;-22.912897;1400.0
2793;Peugeot 307 Hatch. Presence 1.6 16V (flex) 2010;Flex; 29.800,00;2009;157.000;Preto;0;São José do Rio Preto;1;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;-49.375767;-20.811289;1600.0
2794;Fiat Palio Fire 1.0 8V (Flex) 2p 2016;Flex; 31.990,00;2015;144.000;Branco;0;Curitiba;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;-49.264622;-25.419547;1000.0
2795;Chevrolet Zafira CD 2.0 8V 2003;Gasolina; 26.900,00;2002;122.229;Prata;0;Fazenda Rio Grande;1;1;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;-49.30731;-25.662354;2000.0
2796;Fiat Uno Vivace 1.0 8V (Flex) 4p 2014;Flex; 31.990,00;2014;127.600;Prata;0;São Paulo;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-46.63952;-23.532905;1000.0
2797;Fiat Uno Vivace 1.0 8V (Flex) 4p 2015;Flex; 35.900,00;2015;148.000;Prata;0;Joinville;1;1;0;1;0;0;1;0;1;1;0;1;1;0;0;0;0;0;0;0;0;1;-48.848675;-26.304497;1000.0
2798;Chevrolet Celta LS 1.0 (Flex) 4p 2012;Flex; 26.900,00;2011;99.999;Branco;0;Porto Alegre;0;0;0;1;0;0;1;0;1;1;0;1;1;0;0;0;0;0;0;0;0;1;-51.206533;-30.031771;1000.0
2799;Citroën C3 GLX 1.4 8V (flex) 2012;Flex; 29.900,00;2012;99.000;Preto;0;Osório;0;1;0;1;0;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;-50.266713;-29.888089;1400.0
2800;Ford Fiesta Hatch 1.6 (Flex) 2010;Flex; 29.999,00;2009;157.800;Prata;0;Americana;0;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;-47.333119;-22.73736;1600.0
2801;Fiat Grand Siena Attractive 1.4 8V (Flex) 2013;Flex; 37.990,00;2013;138.000;Prata;0;Hortolândia;1;1;1;1;0;1;1;0;0;1;0;1;1;0;0;0;0;0;0;1;0;0;-47.214259;-22.852854;1400.0
2802;Kia Picanto 1.0 (Flex) J318 2012;Flex; 36.900,00;2011;107.300;Vermelho;0;São Paulo;1;0;1;1;1;1;1;1;1;1;0;1;1;0;1;0;0;1;0;0;0;1;-46.63952;-23.532905;1000.0
2803;Nissan March 1.0 16V S (Flex) 2014;Flex; 38.900,00;2014;158.000;Cinza;0;Sorocaba;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;-47.445073;-23.496886;1000.0
2804;Volkswagen Gol 1.0 TEC City (Flex) 4p 2014;Flex; 34.800,00;2013;131.417;Prata;0;São Paulo;1;1;1;1;0;0;1;1;0;1;0;1;1;0;1;0;0;0;0;0;0;1;-46.63952;-23.532905;1000.0
2805;Fiat Uno Attractive 1.0 8V (Flex) 4p 2016;Flex; 37.900,00;2016;112.000;Prata;0;São Paulo;1;1;1;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;1;0;1;-46.63952;-23.532905;1000.0
2806;Renault Sandero Expression 1.6 8V (flex) 2013;Flex; 34.000,00;2013;119.000;Branco;0;Criciúma;0;1;1;1;0;1;1;1;1;1;0;1;1;0;1;0;0;0;0;0;0;1;-49.372887;-28.672267;1600.0
2807;Volkswagen Fox 1.0 VHT (Flex) 2p 2013;Flex; 34.900,00;2012;127.080;Preto;0;Aparecida de Goiânia;0;0;0;1;0;0;1;1;1;1;0;1;1;0;0;0;0;1;0;0;0;1;-49.246856;-16.819804;1000.0
2808;Nissan Grand Livina SL 1.8 16V (flex) (aut) 2011;Flex; 34.000,00;2010;110.000;Prata;1;Aracaju;1;1;1;1;0;1;0;1;0;1;0;1;1;1;0;0;0;1;0;0;1;1;-37.06766;-10.909133;1800.0
2809;Ford Fiesta Hatch 1.6 (Flex) 2011;Flex; 29.900,00;2010;139.000;Preto;0;Franca;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;-47.403861;-20.53523;1600.0
2810;Chevrolet Astra Sedan Advantage 2.0 (Flex) 2010;Flex; 34.900,00;2009;93.000;Preto;0;Santo André;0;0;0;1;0;0;1;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;-46.543154;-23.67373;2000.0
